id,sku,prodcut_name,short_description,price,list_price,is_authentic,is_freeship_xtra,is_hero,discount,discount_rate,rating_average,review_count,favourite_count,inventory_status,sold_count,category_id,category_name,brand_id,brand_name,battery_capacity,brand_country,cpu_speed,sim_slot,product_weight,ram,rom,has_5g,number_options,warranty_time,warranty_type,warranty_place,return_policy
274171148,1748057101215,Điện thoại Oppo A38 (4GB/128GB) - Hàng Chính Hãng,"Vẻ ngoài đơn giản tối ưu trải nghiệmẤn tượng đầu tiên của mình với OPPO A38 chính là ngoại hình nổi bật của nó. Thiết kế của OPPO A38 với hình dáng vuông vức, cùng với hiệu ứng chuyển đổi màu sắc độc...",3490000,3990000,True,False,False,500000,13,5.0,9,0,available,2889.0,1795,Điện thoại Smartphone,25643,OPPO,5000 mAh,Trung Quốc,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,2,190 g, 4 GB, 128 GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274550926,3502632497929,Điện thoại Realme C60 (4GB/64GB) - Hàng Chính Hãng,"Trải nghiệm xem ấn tượng với 90HzVới màn hình lớn đến 6.74 inch kết hợp cùng tần số quét màn hình 90Hz mượt mà, realme C60 hứa hẹn mang đến trải nghiệm màn hình lớn ấn tượng, hỗ trợ tối đa cho thao t...",2290000,2990000,True,False,False,700000,23,4.8,5,0,available,1510.0,1795,Điện thoại Smartphone,247549,Realme,	5000mah,Trung Quốc,	2 x Cortex A75 1.8 GHz + 6 x Cortex A55 1.8 GHz,NULL,	186 g,4GB,64GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270975124,7692669431564,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng ,"OPPO A58 - chiếc điện thoại kế nhiệm nhà OPPO dự kiến sẽ có những thiết kế nổi bật ngoài sự mong đợi. Điện thoại sở hữu cấu hình ấn tượng với chip Dimensity 700 và khả năng đa nhiệm của RAM 8G, bộ nhớ...",4090000,4990000,True,False,False,900000,18,5.0,70,0,available,8830.0,1795,Điện thoại Smartphone,25643,OPPO,5000 mAh,NULL,2.0 GHz,2 sim,192 g,6 GB,128 GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276109904,8692128795448,Apple iPhone 16 Pro Max,...,40990000,40990000,True,True,False,0,0,5.0,37,0,available,314.0,1795,Điện thoại Smartphone,17827,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Có,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
184059211,3643515408223,Apple iPhone 13,iPhone 13. Hệ thống camera kép tiên tiến nhất từng có trên iPhone. Chip A15 Bionic thần tốc. Bước nhảy vọt về thời lượng pin. Thiết kế bền bỉ. Mạng 5G siêu nhanh.1 Cùng với màn hình Super Retina XDR s...,13090000,24990000,True,False,False,11900000,48,5.0,1994,0,available,7672.0,1795,Điện thoại Smartphone,17827,Apple,3240 mAh,Mỹ,3.22 GHz,NULL,173 g,4 GB,128GB,Có,5.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273951550,6075632127726,Điện Thoại Samsung Galaxy A15 LTE (8GB/128GB)- Đã Kích Hoạt Bảo Hành Điện tử - Hàng Chính Hãng,"Thiết kế và Màn hìnhĐiện Thoại Samsung Galazy A15 LTE (8GB/128GB) thiết kế viền nổi độc đáo Key Island, mang lại trải nghiệm cầm nắm khác biệt, chắc chắn và dễ dàng.Màn hình Super AMOLED 90Hz cho t...",3950000,4990000,True,False,False,1040000,21,5.0,77,0,available,445.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc, 2 GHz,2,200g,8GB,128GB,Có,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273258825,9616299554457,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,  ...,2990000,3950000,True,False,False,960000,24,4.8,86,0,available,439.0,1795,Điện thoại Smartphone,18802,Samsung,	5000 mAh,Hàn Quốc,4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz,2,194 g,4GB,128GB,Không,3.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
276110349,1869189483085,Apple iPhone 16,...,21990000,22990000,True,True,False,1000000,4,5.0,13,0,available,128.0,1795,Điện thoại Smartphone,17827,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Có,10.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271973414,7601310945460,Apple iPhone 15 Pro Max,"Nội dung quảng cáoGiờ đây với thiết kế titan nhẹ và bền chắc, cùng chip A17 Pro cho khả năng đa nhiệm khủng. Bắt trọn những khoảnh khắc đặc biệt khi đang di chuyển với hệ thống camera chuyên nghiệp l...",28990000,33490000,True,False,False,4500000,13,5.0,246,0,available,3470.0,1795,Điện thoại Smartphone,17827,Apple,4422 mAh,Mỹ,3.78 GHz,NULL,221 g,8 GB,1 TB,Có,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276110023,3053239573653,Apple iPhone 16 Pro,...,28790000,28990000,True,True,False,200000,1,5.0,13,0,available,114.0,1795,Điện thoại Smartphone,17827,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Có,5.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276110276,1108005232466,Apple iPhone 16 Plus,...,25990000,25990000,True,True,False,0,0,5.0,3,0,available,43.0,1795,Điện thoại Smartphone,17827,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Có,5.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
184036446,9320936798992,Apple iPhone 11,"Nội dung về tính năngQuay video 4K, chụp ảnh chân dung tuyệt đẹp và chụp phong cảnh rộng với hệ thống camera kép hoàn toàn mới. Chụp ảnh tối ưu trong điều kiện ánh sáng yếu với chế độ Ban Đêm. Xem ản...",9890000,15999000,True,False,False,6109000,38,4.8,3079,0,available,14462.0,1795,Điện thoại Smartphone,17827,Apple,3110 mAh,Mỹ,2 nhân 2.65 GHz & 4 nhân 1.8 GHz,NULL,194 g,4 GB,128GB,Có,1.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275913708,5862587157601,Điện thoại Itel it8010 4G - Hàng Chính Hãng,Được hoàn thiện từ chất liệu nhựa cứng cứng cáp nên khi cầm vào khá chắc chắn. Các góc cạnh của máy được bo cong mềm mại mang đến cảm giác sử dụng thoải mái. Mặt sau không được trang bị camera nhưng h...,360000,390000,True,False,True,30000,8,5.0,7,0,available,409.0,1796,Điện thoại phổ thông,111684,Itel,NULL,Trung Quốc,NULL,NULL,NULL,NULL,NULL,Không,3.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270977740,8148891524434,Điện thoại Samsung Galaxy A54 5G - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,...,5990000,10490000,True,False,False,4500000,43,5.0,39,0,available,157.0,1795,Điện thoại Smartphone,18802,Samsung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Không,1.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274101262,6477332696485,Máy Tính Bảng Samsung Galaxy Tab A9 Plus Wifi 4GB/64GB - Hàng Chính Hãng,"Samsung Galaxy Tab A9 Plus – Hiệu suất vượt trộiNằm trong phân khúc tầm trung, Galaxy Tab A9 Plus không đi kèm trái tim khủng như Galaxy S9 nhưng vẫn đem đến hiệu năng vượt trội so với đối thủ cùng p...",3890000,5990000,True,False,False,2100000,35,4.8,54,0,available,224.0,1794,Máy tính bảng,18802,Samsung, 7040 mAh,Hàn Quốc, 2.2 GHz,NULL,NULL,4GB,64GB,Không,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271046571,5969003526113,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,"Vẻ ngoài thời trang cùng màu sắc mới mẻRedmi Note 12 được tạo hình bằng một vẻ ngoài quen thuộc với các cạnh cùng hai mặt vát phẳng tinh tế, những vị trí giao nhau giữa mặt lưng và bộ khung cũng sẽ đ...",3690000,4530000,True,False,False,840000,19,4.8,183,0,available,1381.0,1795,Điện thoại Smartphone,25422,Xiaomi,5000 mAh,Trung Quốc,2.8 GHz,2 sim,183.5 g,8GB,128GB,x,4.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
205815576,7521531234052,"Apple iPad 10.9-inch (10th Gen) Wi-Fi, 2022","Nội dung quảng cáoĐược thiết kế lại đầy màu sắc và giàu năng lực hơn bao giờ hết. Với chip A14 Bionic mạnh mẽ, các nhà giáo dục có thể giúp học sinh làm mọi việc từ phác thảo ý tưởng đến học lập trìn...",8990000,12990000,True,False,False,4000000,31,5.0,101,0,available,394.0,1794,Máy tính bảng,17827,Apple,28.6 Wh (~ 7587 mAh),Mỹ,2 nhân 3.1 GHz &amp; 4 nhân 1.8 GHz,NULL,466g, 4 GB,64GB/256GB,Không,3.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274101255,7027695045511,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Hàng Chính Hãng,"Thiết kế tinh tế, hợp xu hướngGalaxy Tab A9 được thiết kế nguyên khối với bộ khung kim loại cùng mặt lưng phẳng, góp phần mang đến một tổng thể liền lạc thống nhất. Ngoài ra, mặt lưng này còn được ho...",2550000,3490000,True,False,False,940000,27,4.8,97,0,available,489.0,1794,Máy tính bảng,18802,Samsung, 5100 mAh,Hàn Quốc,2.2 GHz,NULL,332 g,4GB,64GB,Không,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271972435,1237118640452,Apple iPhone 15 Pro,"Nội dung quảng cáoiPhone 15 Pro. Được đúc từ titan và trang bị chip A17 Pro đột phá, nút Tác Vụ có thể tùy chỉnh, và hệ thống camera chuyên nghiệp linh hoạt hơn. Tính năng nổi bậtĐƯỢC ĐÚC TỪ TI...",24490000,27990000,True,False,False,3500000,13,4.8,116,0,available,760.0,1795,Điện thoại Smartphone,17827,Apple,3274 mAh,Mỹ,3.78 GHz,NULL,187 g,8 GB,1 TB,Có,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274037360,1502235706971,Điện Thoại POCO C65 (6GB/128GB) - Hàng Chính Hãng,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",2690000,3090000,True,False,False,400000,13,4.8,49,0,available,16717.0,1795,Điện thoại Smartphone,406575,POCO,5000 mAh,Trung Quốc,Arm Cortex-A75 @ 2.0GHz/  Arm Cortex-A55 @ 1.8GHz,2,NULL,6GB,128GB,Không,2.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274037365,6487192344365,Điện Thoại POCO C65 (8GB/256GB) - Hàng Chính Hãng,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",2990000,3590000,True,False,True,600000,17,4.8,77,0,available,11525.0,1795,Điện thoại Smartphone,406575,POCO,5000 mAh,Trung Quốc,Arm Cortex-A75 @ 2.0GHz/  Arm Cortex-A55 @ 1.8GHz,2,NULL,8GB,256GB,Không,1.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275585819,6331597542494,Máy tính bảng Alcatel Tab 3T8 (2GB/32GB) - Hàng chính hãng,"Thiết kế cứng cápMáy tính bảng Alcatel 3T8 mỏng nhẹ với khối lượng 290 g, là người bạn lý tưởng khi bạn di chuyển. Màu sắc tinh tế cùng lớp nhám mờ hoàn thiện đặc biệt giúp bạn trông đẹp mắt ở bất cứ...",890000,1290000,True,False,True,400000,31,4.8,30,0,available,144.0,1794,Máy tính bảng,31978,Alcatel, 4080 mAh,Trung Quốc,2 GHz,1,290 g,2GB, 32 GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275432684,6057083568398,Điện thoại Nokia 220 4G - Hàng chính hãng,"Thổi làn gió hiện đại vào thiết kế hoài cổ quen thuộc, Nokia 220 4G phiên bản 2024 sẽ đem lại cho bạn trải nghiệm mới mẻ với màn hình màu nịnh mắt, kết nối Bluetooth tiện dụng và khả năng hỗ trợ mạng ...",950000,999000,True,False,True,49000,5,4.6,26,0,available,452.0,1789,Điện Thoại - Máy Tính Bảng,19673,Nokia, 1450 mAh,Trung Quốc,NULL,NULL,98 g,NULL,NULL,Không,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
214756058,5239906950205,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng chính hãng,"Sản phẩm đầu tiên thuộc dòng basic có độ phân giải 300ppiMáy đọc sách New Kindle 11th 2022 (16GB) được nâng cấp với màn hình độ phân giải 300ppi (so với 167ppi) của đời trước, cổng kết nối USB-Type C...",2990000,3190000,True,False,False,200000,6,5.0,122,0,available,714.0,1789,Điện Thoại - Máy Tính Bảng,147856,Kindle,NULL,Mỹ,NULL,NULL,0.158kg,NULL,NULL,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276158277,6533711185450,Điện thoại Itel it9310 - Hàng Chính Hãng ,"Itel IT9310 4G là sự kết hợp hoàn hảo giữa thiết kế nhỏ gọn và khả năng kết nối mạnh mẽ. Với những tính năng hữu ích như kết nối 4G tốc độ cao, hỗ trợ Wi-Fi, pin dung lượng lớn và khả năng mở rộng bộ ...",570000,650000,True,True,True,80000,12,4.6,11,0,available,56.0,1796,Điện thoại phổ thông,111684,Itel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Không,2.0,12 Tháng,Hóa đơn,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
275510578,4586613938878,Điện thoại OPPO A79 5G (8GB/256GB) - Hàng Chính Hãng,"Đặc điểm nổi bậtTrải nghiệm hình ảnh mượt mà và sống động với màn hình 90Hz, cho bạn những thao tác vuốt chạm và chơi game mượt mà hơn.Tận hưởng tốc độ internet siêu nhanh và ổn định với kết nối 5G...",7150000,7490000,True,False,False,340000,5,0.0,0,0,available,218.0,1795,Điện thoại Smartphone,25643,OPPO,5000mAh,Trung Quốc,8 nhân,2,193gr,8GB,256GB,Có,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275716541,9549893160348,Điện thoại Realme C61 (4GB/128GB) - Hàng Chính Hãng,"Đặc điểm nổi bật:Màn hình IPS LCD 6.745 inch với độ làm tươi 90 Hz cho hình ảnh sắc nét, màu sắc rực rỡ và góc nhìn rộng.Bộ xử lý Unisoc Tiger T612 cho hiệu năng ổn định, xử lý mượt mà các tác vụ h...",2790000,3590000,True,False,False,800000,22,0.0,0,0,available,23.0,1795,Điện thoại Smartphone,247549,Realme,5000 mAh,Trung Quốc,1.8 GHz,2,88gr,4GB,128GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275583801,1282851867319,Điện thoại Xiaomi Redmi Note 13 (8GB/128GB) - Hàng chính hãng,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",4290000,4990000,True,False,False,700000,14,5.0,38,0,available,148.0,1795,Điện thoại Smartphone,25422,Xiaomi, 5000 mAh,Trung Quốc,2.8 GHz,2,NULL,8GB,128GB,Không,3.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
183330021,7453477983299,"Apple iPad 10.2-inch (9th Gen) Wi-Fi, 2021","Nội dung quảng cáoMạnh mẽ. Dễ sử dụng. Linh hoạt. iPad có màn hình Retina 10.2 inch tuyệt đẹp, chip A13 Bionic mạnh mẽ, camera trước Ultra Wide có tính năng Trung Tâm Màn Hình, tương thích với Apple ...",6850000,10990000,True,False,False,4140000,38,5.0,1020,0,available,3581.0,1789,Điện Thoại - Máy Tính Bảng,17827,Apple,32.4 Wh,Mỹ,4 x 2.5 GHz Vortex + 4 x 1.6 GHz Tempest,NULL,490g,3GB,64 GB,Không,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274681250,7203423874221,Điện Thoại Samsung Galaxy A55 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,"Sự kết hợp hoàn hảo giữa sắc màu và khung máy bền bỉTrên tay Samsung A55, người dùng sẽ có ấn tượng mạnh bởi đa sắc màu trẻ trung, thời thượng kết hợp với khung máy kim loại bền bỉ. Phần mặt sau và m...",8450000,9990000,True,False,False,1540000,15,5.0,32,0,available,101.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc,4 nhân 2.7 GHz &amp; 4 nhân 2 GHz,2,213 g,8GB,128GB,Có,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273252926,8029011002543,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,"Thiết kế trẻ trung, chuyển màu huyền ảoMặc dù có mức giá phải chăng nhưng OPPO A18 đã được nhà sản xuất tạo hình cực kỳ trẻ trung hiện đại. Mặt lưng và khung viền của điện thoại được thiết kế vát phẳ...",3150000,3990000,True,False,False,840000,21,5.0,30,0,available,10683.0,1795,Điện thoại Smartphone,25643,OPPO, 5000 mAh,Trung Quốc,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,2,NULL,4GB,128GB,Không,1.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
275913711,4166144348707,Điện thoại Itel it2600 4G - Hàng Chính Hãng,"Điện thoại di động Itel it2600 4G là chiếc điện thoại đáp ứng những nhu cầu cơ bản, dễ dàng sử dụng và đặc biệt có mức giá cực hợp lý. Máy có thiết kế nhỏ gọn, màn hình 2 inch rõ nét, bộ nhớ 16MB, kế...",450000,490000,True,False,True,40000,8,4.0,2,0,available,169.0,1796,Điện thoại phổ thông,111684,Itel,NULL,Trung Quốc,NULL,NULL,NULL,NULL,NULL,Không,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273942001,9188045788921,Điện thoại Xiaomi Redmi Note 13 (6GB/128GB) - Hàng chính hãng,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",3990000,4590000,True,False,False,600000,13,4.8,126,0,available,595.0,2,Root,25422,Xiaomi,NULL,Trung Quốc,NULL,NULL,NULL,NULL,NULL,Không,2.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276044893,3967329798505,Điện thoại Xiaomi Redmi A3X (3GB/64GB) - Hàng Chính Hãng,"Thiết kếXiaomi Redmi A3x sở hữu mặt lưng kính với khung nhựa phẳng, mang đến vẻ đẹp vuông vắn và cảm giác cầm nắm chắc chắn. Cụm camera nằm trong mô-đun hình tròn lớn đem lại vẻ đẹp bóng bẩy và sang ...",2090000,2490000,True,True,False,400000,16,5.0,1,0,available,21.0,1795,Điện thoại Smartphone,25422,Xiaomi, 5000 mAh,Trung Quốc,NULL,2,NULL,3GB,64GB,Không,3.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275349801,9828600583037,Điện thoại Xiaomi Redmi 13C (8GB/256GB) - Hàng chính hãng,"Redmi 13C 8GB/256GB Là một chiếc smartphone giá rẻ hấp dẫn của Xiaomi. Sản phẩm này có kích thước 6.71 inch mang tới hiển thị rõ nét. Hiệu năng phần cứng từ chip MediaTek MT6769Z Helio G85. Ngoài ra,...",3150000,3990000,True,False,False,840000,21,4.3,7,0,available,72.0,1795,Điện thoại Smartphone,25422,Xiaomi, 5000 mAh,Hàn Quốc, 2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,2,NULL,8GB,256GB,Không,3.0,18 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274721226,3457843825444,Điện thoại Realme C65 (6GB/128GB) - Hàng Chính Hãng,"Bật tung cá tính với thiết kế đẹp mắtĐiện thoại Realme C65 được thiết kế với sự cân nhắc tỉ mỉ giữa tính thẩm mỹ và sự trẻ trung. Với một vẻ ngoài hiện đại và đầy phong cách, thiết kế của máy hứa hẹn...",2990000,3690000,True,False,False,700000,19,4.8,6,0,available,33.0,1795,Điện thoại Smartphone,247549,Realme,5000 mAh,Trung Quốc,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,2,185 g,6GB,128GB,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275237083,3460215235827,Điện thoại Nokia 3210 - Hàng Chính Hãng,"Phong cách retro kết hợp gam màu hiện đạiLiếc nhìn Nokia 3210 4G, bạn có thể nhận ra ngay nét đẹp hoài niệm với kiểu dáng thân máy quen thuộc. Phong cách retro kinh điển từng giúp phiên bản ra mắt nă...",1390000,1590000,True,False,False,200000,13,5.0,20,0,available,243.0,1789,Điện Thoại - Máy Tính Bảng,19673,Nokia,	1450 mAh,Trung Quốc,NULL,NULL,	200 g,NULL,NULL,Không,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270471106,9150084549199,Điện Thoại Nokia 105 4G Pro TA-1538 - Hàng Chính Hãng,"Thiết kế nhỏ gọn, mặt lưng nhám bám tay  Nếu bạn đang muốn tìm kiếm một chiếc điện thoại có bàn phím vật lý, thì Nokia vẫn luôn là thương hiệu được nghĩ đến đầu tiên. Những chiếc điện thoại Nokia nổi...",650000,680000,True,False,True,30000,4,4.7,63,0,available,1402.0,2,Root,19673,Nokia,1020 mAh,Trung Quốc,NULL,NULL,80.2 g,NULL,NULL,Không,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270471101,3030605882910,Điện Thoại Nokia 110 4G Pro TA-1559 - Hàng Chính Hãng,"Thiết kế cổ điển khó bị nhầm lẫnPhân khúc điện thoại phổ thông dần trở nên sôi động, và đây là một phân khúc thiết bị di động mà Nokia hay đúng hơn là HMD Global đang tích cực cải tiến. Tại thời điểm...",680000,720000,True,False,True,40000,6,4.5,42,0,available,550.0,1795,Điện thoại Smartphone,19673,Nokia,1020 mAh,Trung Quốc,NULL,NULL,84.5 g,NULL,NULL,Không,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
204237269,7051314090435,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,"Điện thoại chính hãng Panasonic KX-TSC11– Màn hình hiển thị số gọi đến, gọi đi.– Bộ nhớ 50 số điện thoại.– Nhớ 50 số gọi đến 10 số gọi đi.– Khoá đường dài, di động bằng mã.– Có các mức điều chỉnh...",600000,600000,True,False,False,0,0,5.0,48,0,available,283.0,1789,Điện Thoại - Máy Tính Bảng,18804,Panasonic,NULL,Japan,NULL,NULL,1,NULL,NULL,Không,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
201067649,6927586640656,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,"LƯU Ý VỀ QUẢNG CÁO TRÊN KINDLE (MÀN HÌNH CHỜ/ẢNH BÌA).... (cập nhật tháng 10/2024)Thông thường bản Kids Edititon thường sẽ tự động cập nhật thành bản không có quảng cáo. Tuy nhiên, trong trường hợp b...",4018000,4100000,True,True,False,82000,2,5.0,113,0,available,544.0,1789,Điện Thoại - Máy Tính Bảng,147856,Kindle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Không,15.0,12 Tháng,Hóa đơn,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
276250848,9229325045790,Điện Thoại Samsung Galaxy A06 (4GB/128GB) - Hàng Chính Hãng,"Với thiết kế thanh lịch, công nghệ mạnh mẽ và tính năng bảo mật cao, Samsung Galaxy A06 mang đến trải nghiệm đỉnh cao.Màn hình lớn 6.7 inch, camera 50 MP tinh xảo và thời lượng pin dài lâu giúp thiết...",3390000,3490000,True,True,False,100000,3,0.0,0,0,available,,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,2,NULL,8GB,128GB,Không,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275307093,1609672686825,Điện Thoại Samsung Galaxy A25 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,"Rực rỡ đáng kinh ngạcRạng rỡ mọi sắc màu. Màn hình Super AMOLED 6,5 inch của Samsung Galaxy A25 5G hiển thị màu sắc phong phú và hình ảnh sắc nét với độ sáng 1.000 nits.Đồng thời, tính năng Vision ...",5090000,5990000,True,False,False,900000,15,4.8,13,0,available,117.0,1795,Điện thoại Smartphone,18802,Samsung,NULL,Hàn Quốc,NULL,NULL,NULL,6 GB,128 GB,Không,3.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274681248,6281397654457,Điện Thoại Samsung Galaxy A35 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,"Ấn tượng bởi chất liệu cao cấp, thiết kế trẻ trungChất liệu kính Corning Gorilla Victus+ cao cấp, khung phẳng trên Điện Thoại Samsung Galaxy A35 5G tạo nên vẻ ngoài sang trọng, hiện đại nhưng không k...",6790000,8290000,True,False,False,1500000,18,4.8,22,0,available,110.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc,4 nhân 2.4 GHz &amp; 4 nhân 2 GHz,2,209 g,8GB,128GB,Có,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
276102293,3860112560109,Điện thoại Xiaomi Redmi 14C (4GB/128GB) - Hàng chính hãng,"Hiển thị sống động và bảo vệ tối ưuMàn hình của Xiaomi Redmi 14C là một trong những điểm nổi bật nhất của sản phẩm, với tấm nền IPS LCD kích thước 6.88 inch. Độ phân giải cao kết hợp với tần số quét ...",2790000,3290000,True,True,False,500000,15,5.0,1,0,available,13.0,1795,Điện thoại Smartphone,25422,Xiaomi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Không,2.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
